,CUSTOMER_ID,ANCHOR_CUTOFF,NEXT_ANCHOR_CUTOFF,has_order,window_adds,window_removes,window_purchases,shipping_time,window_total_profit,window_total_volume,window_num_unique_materials,total_order_quantity,sales_office_desc,mode_distribution_mode,mode_cold_drink_channel,mode_sub_trade_channel,mode_most_frequent_event,mode_device_category,mode_device_brand,mode_device_os,mode_pack_type,mode_trade_mark,mode_flavour,mode_bev_cat,mode_pack_size_oz,scheduled_frequency
0,501382445,2025-04-23 16:30:00,2025-05-07 16:30:00,1,0,0,0,48hrs,15063.390000000009,1260.0,22,936.0,"Flagstaff, AZ",OFS,Distributor,Food Distributor,nav_link_click,desktop,Microsoft,Windows,Bag-In-Box,Fizz Factory,Vanilla Latte,CORE SPARKLING,320.0,14
1,501809570,2025-04-25 15:30:00,2025-05-23 15:30:00,0,2016,1008,0,48hrs,0.0,0.0,1,,"Wenatchee, WA",Sideload,Store,Retail Service,nav_link_click,desktop,Google,Windows,0,0,0,0,0.0,28
2,501793856,2025-04-10 15:30:00,2025-04-24 15:30:00,1,6,21,6,24hrs,51715.68000000026,4176.0,12,3480.0,"Wilsonville, OR",Sideload,Hot Beverage,Liquor Store,session_start,desktop,Google,Windows,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,14
3,501754794,2024-12-04 10:00:00,2024-12-11 10:00:00,1,44,104,4,24hrs,60725.13000000011,4176.0,9,2958.0,"Huachuca City, AZ",Sideload,Restaurant,Dining,page_view,desktop,Apple,iOS,Glass Bottle  - Other,Grandma's Pantry,Vanilla Latte,CORE SPARKLING,0.0,7
4,501701968,2024-11-20 18:00:00,2024-12-18 18:00:00,1,3390,0,452,72hrs,20317.19999999999,1590.0,11,1500.0,"Draper, UT",Sideload,Hotel,Motel,add_to_cart,desktop,Microsoft,Windows,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,28
5,600579345,2024-10-17 15:30:00,2024-10-31 15:30:00,0,0,0,0,24hrs,567.0400000000001,112.0,8,,"Wilsonville, OR",OFS,Store,Retail Service,create_ticket,mobile,Samsung,Android,Aluminum Can,Fizz Factory,Persimmon,ENERGY DRINKS,16.0,14
6,600082401,2024-07-05 11:00:00,2024-07-12 11:00:00,0,0,0,0,24hrs,2882.580000000001,442.0,22,,,,,,,,,,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,7
7,600255282,2025-02-04 16:30:00,2025-03-04 16:30:00,1,790,0,158,48hrs,0.0,0.0,1,8.0,"Tempe, AZ",Rapid Delivery,Store,Retail Service,nav_link_click,desktop,Microsoft,Windows,0,0,0,0,0.0,28
8,500479326,2024-11-21 18:00:00,2024-11-28 18:00:00,1,0,0,0,72hrs,14186.739999999985,436.0,9,288.0,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0,7
9,501511491,2024-11-20 18:00:00,2024-12-04 18:00:00,0,0,0,0,72hrs,5019.139999999999,299.0,34,,,,,,,,,,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0,14
10,500377143,2025-03-20 11:00:00,2025-04-17 11:00:00,1,1170,351,117,24hrs,21848.39999999996,1736.0,6,1050.0,"Boise, ID",Sideload,Hotel,Motel,nav_link_click,desktop,Google,Windows,Plastic Bottle - Other,Blueberry Hill,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0,28
11,501655228,2025-02-03 15:00:00,2025-03-03 15:00:00,1,342,855,171,24hrs,91837.01999999983,6666.0,26,5346.0,"Denver, CO",OFS,Distributor,Food Distributor,add_to_cart,desktop,Microsoft,Windows,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,28
12,500512149,2025-04-01 08:00:00,2025-04-15 08:00:00,1,648,108,216,24hrs,16248.579999999885,736.0,3,552.0,"Twin Falls, ID",Sideload,Restaurant,Restaurant,button_click,desktop,Apple,Macintosh,Bag-In-Box,Nina Naturals,Ginger Snap,TEA,320.0,14
13,501656536,2025-03-28 10:30:00,2025-04-04 10:30:00,0,0,0,0,24hrs,298.35999999999996,24.0,4,,,,,,,,,,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,7
14,501734516,2025-01-23 11:00:00,2025-02-06 11:00:00,1,0,0,0,24hrs,24873.749999999985,1180.0,22,1800.0,,,,,,,,,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,14
15,500317569,2025-01-31 11:00:00,2025-02-28 11:00:00,0,0,0,0,24hrs,1955.4100000000003,72.0,2,,,,,,,,,,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,28
16,500904678,2025-01-23 14:00:00,2025-02-06 14:00:00,1,0,0,0,24hrs,2240.439999999999,142.0,14,99.0,,,,,,,,,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,14
17,600566341,2025-01-27 14:00:00,2025-02-10 14:00:00,0,0,0,0,24hrs,2430.1600000000003,160.0,11,,,,,,,,,,Aluminum Can,Fizz Factory,Vanilla Latte,ENERGY DRINKS,20.0,14
18,501687315,2025-01-23 11:00:00,2025-01-30 11:00:00,1,334,0,167,24hrs,12138.659999999993,702.0,7,513.0,"Tucson, AZ",Rapid Delivery,Restaurant,Restaurant,button_click,desktop,Microsoft,Windows,Bag-In-Box,Fizz Factory,Caramel Macchiato,ENERGY DRINKS,320.0,7
19,501693770,2024-08-09 14:00:00,2024-08-16 14:00:00,1,800,352,32,24hrs,5754.750000000008,480.0,11,225.0,"Pocatello, ID",OFS,Institution,Government Office,button_click,desktop,Google,Windows,Plastic Bottle - Other,Fizz Factory,Vanilla Latte,DAIRY/SOY BEVERAGES,14.0,7
20,501422489,2024-06-13 14:00:00,2024-06-27 14:00:00,0,0,0,0,24hrs,1867.2400000000002,151.0,20,,,,,,,,,,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0,14
21,600572809,2024-06-25 11:00:00,2024-07-09 11:00:00,0,0,0,0,24hrs,270.06999999999994,205.0,2,,,,,,,,,,Plastic Bottle - Other,Sam's,Chocolate Fudge,JUICES/NECTARS,10.0,14
22,501679674,2024-07-17 11:00:00,2024-07-24 11:00:00,0,0,0,0,24hrs,5566.630000000003,424.0,35,,,,,,,,,,Plastic Bottle - Other,Fizz Factory,Vanilla Latte,CORE SPARKLING,20.0,7
23,501501180,2025-03-04 16:00:00,2025-03-11 16:00:00,1,0,0,0,24hrs,140342.96000000136,17016.0,184,17083.0,,,,,,,,,Aluminum Can,Fizz Factory,Vanilla Latte,ENERGY DRINKS,16.0,7
24,600253379,2025-02-28 13:30:00,2025-03-07 13:30:00,1,0,1860,0,24hrs,385086.3999999934,44420.0,19,62592.0,"Albuquerque, NM",Rapid Delivery,Distributor,Food Distributor,update_cart,desktop,Google,Windows,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,7
25,501377938,2024-12-10 18:00:00,2025-01-07 18:00:00,0,0,0,0,72hrs,10444.87,398.0,9,,,,,,,,,,Plastic Bottle - Other,Lucy & Co.,Vanilla Latte,CORE SPARKLING,20.0,28
26,501577055,2025-04-29 15:00:00,2025-05-27 15:00:00,0,0,0,0,24hrs,632.8800000000001,42.0,9,,,,,,,,,,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,28
27,501008546,2024-11-18 10:00:00,2024-12-02 10:00:00,0,0,0,0,24hrs,0.0,0.0,1,,"Ogden, UT",Sideload,Workplace,Business Service,page_view,desktop,Microsoft,Windows,0,0,0,0,0.0,14
28,501195248,2025-02-21 16:30:00,2025-03-21 16:30:00,1,765,306,153,48hrs,188499.84000000064,10656.0,3,8736.0,"Tempe, AZ",Rapid Delivery,Store,Specialty Food Store,button_click,desktop,Google,Windows,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0,28
29,501709596,2025-04-21 08:00:00,2025-05-19 08:00:00,1,214,0,214,24hrs,207419.40000000078,8220.0,13,9300.0,"Twin Falls, ID",Sideload,Attraction,Movie Theater,nav_link_click,desktop,Mozilla,Windows,Plastic Bottle - Other,Blueberry Hill,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),16.9,28
30,501709596,2024-08-21 08:00:00,2024-08-28 08:00:00,0,0,0,0,24hrs,3456.9900000000002,137.0,13,,,,,,,,,,Plastic Bottle - Other,Blueberry Hill,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),16.9,7
31,501232529,2025-02-28 15:30:00,2025-03-28 15:30:00,1,2156,616,154,24hrs,103577.76000000014,6408.0,22,5904.0,"Wilsonville, OR",OFS,Hotel,Motel,remove_from_cart,desktop,Google,Windows,Plastic Bottle - Other,Oliver Originals,Vanilla Raspberry,CORE SPARKLING,20.0,28
32,500274004,2025-05-09 16:30:00,2025-06-06 16:30:00,0,0,0,0,48hrs,1050.5000000000002,133.0,12,,,,,,,,,,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0,28
33,500330851,2024-06-20 11:00:00,2024-06-27 11:00:00,0,0,0,0,24hrs,4632.1799999999985,432.0,15,,,,,,,,,,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,16.0,7
34,600065952,2024-06-17 15:00:00,2024-06-24 15:00:00,1,0,0,0,24hrs,28168.160000000044,1720.0,29,1946.0,,,,,,,,,Plastic Bottle - Other,Fizz Factory,Vanilla Raspberry,CORE SPARKLING,20.0,7
35,501739326,2025-02-03 16:30:00,2025-02-10 16:30:00,1,0,501,167,48hrs,93200.3999999999,4200.0,22,3080.0,"Tempe, AZ",Rapid Delivery,Attraction,Recreation Center,proceed_to_checkout,desktop,Google,Windows,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,7
36,600586959,2024-06-19 11:00:00,2024-06-26 11:00:00,1,0,0,0,24hrs,34453.31999999994,3212.0,33,3388.0,,,,,,,,,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0,7
37,600065952,2025-04-14 15:00:00,2025-04-28 15:00:00,1,0,0,0,24hrs,21126.120000000017,1290.0,29,1112.0,,,,,,,,,Plastic Bottle - Other,Fizz Factory,Vanilla Raspberry,CORE SPARKLING,20.0,14
38,501738780,2024-10-28 16:30:00,2024-11-04 16:30:00,0,0,0,0,48hrs,837.6899999999999,42.0,10,,,,,,,,,,Glass Bottle  - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,7
39,501700484,2025-02-10 15:30:00,2025-02-24 15:30:00,1,0,0,0,24hrs,3863.5499999999984,459.0,26,469.0,,,,,,,,,Aluminum Can,Fizz Factory,Vanilla Latte,ENERGY DRINKS,16.0,14
40,500297327,2025-02-11 16:30:00,2025-03-11 16:30:00,0,0,0,0,48hrs,59.98,2.0,1,,,,,,,,,,CO2 Tank,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,0.0,28
41,501094825,2025-02-04 15:00:00,2025-03-04 15:00:00,1,2067,1113,159,24hrs,26912.490000000256,2343.0,6,2464.0,"Denver, CO",OFS,Hot Beverage,Liquor Store,remove_from_cart,desktop,Google,Windows,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,28
42,600068755,2025-02-05 15:00:00,2025-03-05 15:00:00,0,0,0,0,24hrs,141.4,14.0,2,,,,,,,,,,Aluminum Can,Fizz Factory,Mint,ENERGY DRINKS,15.0,28
43,501477097,2024-09-17 15:30:00,2024-09-24 15:30:00,0,0,0,0,48hrs,105.96,4.0,1,,,,,,,,,,CO2 Tank,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,0.0,7
44,600081669,2025-03-24 11:00:00,2025-04-21 11:00:00,1,0,0,0,24hrs,331.93,42.0,4,15.0,,,,,,,,,Aluminum Can,Bobby's Bottles,Matcha,ENERGY DRINKS,24.0,28
45,501700484,2024-07-25 15:30:00,2024-08-01 15:30:00,0,0,0,0,24hrs,1287.8500000000001,153.0,26,,,,,,,,,,Aluminum Can,Fizz Factory,Vanilla Latte,ENERGY DRINKS,16.0,7
46,600582445,2025-02-06 11:00:00,2025-02-13 11:00:00,0,0,0,0,24hrs,9795.9,780.0,2,,,,,,,,,,Glass Bottle  - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,7
47,600586253,2024-06-17 11:00:00,2024-06-24 11:00:00,1,0,0,0,24hrs,5360.540000000002,516.0,18,336.0,,,,,,,,,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,7
48,501484427,2025-03-31 14:30:00,2025-04-28 14:30:00,0,0,0,0,48hrs,830.9100000000002,70.0,11,,,,,,,,,,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0,28
49,600565177,2025-03-04 16:00:00,2025-04-01 16:00:00,0,0,0,0,24hrs,0.0,0.0,1,,,,,,,,,,0,0,0,0,0.0,28
50,600263759,2025-02-12 16:30:00,2025-02-26 16:30:00,1,192,0,128,48hrs,3276502.799999722,349200.0,38,663780.0,"Tempe, AZ",Rapid Delivery,Attraction,Sports Arena,nav_link_click,desktop,Microsoft,Windows,Bag-In-Box,Fizz Factory,Tangerine,CORE SPARKLING,23.0,14
51,600263759,2024-11-15 16:30:00,2024-11-22 16:30:00,1,103,0,103,48hrs,1310601.1200000106,139680.0,38,50232.0,"Tempe, AZ",Rapid Delivery,Attraction,Sports Arena,view_item,desktop,Microsoft,Windows,Bag-In-Box,Fizz Factory,Tangerine,CORE SPARKLING,23.0,7
52,600059477,2024-11-25 10:00:00,2024-12-09 10:00:00,1,0,0,0,24hrs,574.26,12.0,2,6.0,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0,14
53,501573610,2025-05-12 12:00:00,2025-06-09 12:00:00,0,0,0,0,24hrs,0.0,0.0,1,,,,,,,,,,0,0,0,0,0.0,28
54,501806406,2025-05-01 18:00:00,2025-05-08 18:00:00,1,0,0,0,72hrs,20946.24,1536.0,19,2816.0,,,,,,,,,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,7
55,501359478,2024-11-18 18:00:00,2024-12-16 18:00:00,0,0,0,0,72hrs,6542.7900000000045,561.0,21,,"Draper, UT",Sideload,Restaurant,Dining,nav_link_click,desktop,Google,Windows,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0,28
56,501424475,2025-05-14 15:00:00,2025-05-28 15:00:00,1,0,0,0,24hrs,1315.1600000000003,42.0,5,40.0,,,,,,,,,CO2 Tank,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,0.0,14
57,501339899,2024-11-21 18:00:00,2024-11-28 18:00:00,1,223,0,0,72hrs,5708.5599999999995,168.0,4,72.0,"Draper, UT",Sideload,Restaurant,Burger Fast Food,add_to_cart,mobile,Apple,iOS,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0,7
58,501791424,2025-04-01 15:00:00,2025-04-08 15:00:00,1,135,0,0,24hrs,62847.399999999776,5040.0,9,3990.0,"Denver, CO",Sideload,Distributor,Food Distributor,page_view,desktop,Unknown,Windows,Plastic Bottle - Other,Oliver Originals,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0,7
59,501017281,2024-07-01 11:00:00,2024-07-29 11:00:00,1,0,0,0,24hrs,606.2,13.0,3,6.0,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0,28
60,500848319,2025-05-15 10:30:00,2025-05-29 10:30:00,0,0,0,0,24hrs,1594.8500000000006,172.0,8,,,,,,,,,,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,14
61,501770240,2025-03-17 16:00:00,2025-04-14 16:00:00,1,0,0,0,24hrs,23607.519999999997,2384.0,24,2520.0,"Arlington, WA",Sideload,Hot Beverage,Convenience Store,view_item_list,desktop,Google,Windows,Aluminum Can,Fizz Factory,Vanilla Latte,ENERGY DRINKS,16.0,28
62,501770240,2025-01-01 16:00:00,2025-01-08 16:00:00,0,0,0,0,24hrs,1475.4700000000005,149.0,24,,,,,,,,,,Aluminum Can,Fizz Factory,Vanilla Latte,ENERGY DRINKS,16.0,7
63,501770240,2025-03-17 16:00:00,2025-03-24 16:00:00,1,0,0,0,24hrs,2950.94,298.0,24,189.0,,,,,,,,,Aluminum Can,Fizz Factory,Vanilla Latte,ENERGY DRINKS,16.0,7
64,501014333,2025-02-13 15:00:00,2025-03-13 15:00:00,1,0,0,0,24hrs,2220.45,189.0,8,132.0,,,,,,,,,Aluminum Bottle,Pete's Popcorn,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0,28
65,501702974,2024-08-09 16:30:00,2024-08-16 16:30:00,0,0,0,0,48hrs,373.16,6.0,3,,,,,,,,,,Paper Cup,Sunny Sip,Passionfruit,0,16.0,7
66,501696140,2024-07-23 15:30:00,2024-07-30 15:30:00,0,0,0,0,24hrs,1629.6399999999999,100.0,15,,,,,,,,,,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0,7
67,501380715,2025-04-09 14:00:00,2025-05-07 14:00:00,0,0,0,0,24hrs,139.45,5.0,1,,,,,,,,,,CO2 Tank,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,0.0,28
68,500810153,2025-02-04 14:00:00,2025-02-11 14:00:00,1,0,0,0,24hrs,7933.399999999998,310.0,17,171.0,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,320.0,7
69,600552914,2024-06-20 11:00:00,2024-07-04 11:00:00,1,0,0,0,24hrs,9.45,6.0,3,3.0,,,,,,,,,Bag-In-Box,Billy's Lemonade,Mango,SPORTS DRINKS,320.0,14
70,500978586,2024-07-31 11:30:00,2024-08-07 11:30:00,1,0,0,0,24hrs,862.1199999999999,44.0,8,21.0,,,,,,,,,Plastic Bottle - Other,Blueberry Hill,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0,7
71,501354822,2024-06-25 15:00:00,2024-07-09 15:00:00,1,0,0,0,24hrs,5607.21,612.0,14,608.0,,,,,,,,,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0,14
72,600059655,2024-06-17 10:00:00,2024-06-24 10:00:00,1,0,0,0,24hrs,40738.50000000003,3222.0,40,2760.0,,,,,,,,,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,7
73,600078813,2025-04-08 16:30:00,2025-04-22 16:30:00,1,0,0,110,48hrs,29130.239999999958,640.0,4,320.0,"Kingman, AZ",Rapid Delivery,Restaurant,Bar,add_payment_info,mobile,Samsung,Android,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0,14
74,501653486,2024-11-19 18:00:00,2024-12-17 18:00:00,1,0,0,0,72hrs,6253.799999999997,222.0,8,162.0,"Draper, UT",Sideload,Workplace,Business Service,page_view,desktop,Google,Windows,Bag-In-Box,Fizz Factory,Vanilla Latte,CORE SPARKLING,320.0,28
75,501294426,2025-03-03 11:00:00,2025-03-17 11:00:00,1,0,0,0,24hrs,23017.759999999977,2184.0,6,2904.0,"Boise, ID",Sideload,Restaurant,Restaurant,nav_link_click,desktop,Apple,Macintosh,Aluminum Can - SLIIM,Oliver Originals,Vanilla Latte,CORE SPARKLING,7.5,14
76,600083495,2025-01-24 15:30:00,2025-02-21 15:30:00,1,0,0,0,48hrs,23910.24000000004,1056.0,9,492.0,"LaGrande, OR",Sideload,Attraction,Movie Theater,button_click,desktop,Google,Windows,Bag-In-Box,Blueberry Hill,Vanilla Raspberry,CORE SPARKLING,20.0,28
77,501764402,2024-12-30 16:30:00,2025-01-06 16:30:00,0,0,0,0,48hrs,1876.9200000000008,90.0,12,,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,7
78,501730753,2024-11-06 11:30:00,2024-11-13 11:30:00,0,0,0,0,24hrs,132.94,5.0,2,,,,,,,,,,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,7
79,501729715,2024-10-30 18:00:00,2024-11-06 18:00:00,0,0,0,0,72hrs,1603.5600000000002,125.0,27,,,,,,,,,,Plastic Bottle - Other,Fizz Factory,Strawberry Tart,CORE SPARKLING,20.0,7
80,600078334,2025-03-31 16:30:00,2025-04-28 16:30:00,1,408,0,102,48hrs,6091.799999999998,280.0,4,210.0,"Kingman, AZ",Rapid Delivery,Institution,Government Office,nav_link_click,desktop,Google,Windows,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0,28
81,501659679,2025-01-27 14:00:00,2025-02-10 14:00:00,1,0,0,0,24hrs,8696.599999999995,806.0,44,441.0,,,,,,,,,Plastic Bottle - Other,Fizz Factory,Vanilla Raspberry,CORE SPARKLING,0.0,14
82,501783915,2025-03-04 11:00:00,2025-03-11 11:00:00,0,0,0,0,24hrs,5667.020000000003,570.0,42,,,,,,,,,,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,7
83,501730915,2024-10-03 15:00:00,2024-10-10 15:00:00,0,0,0,0,24hrs,6419.329999999999,282.0,11,,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,320.0,7
84,501597540,2025-04-24 17:00:00,2025-05-22 17:00:00,0,0,0,0,,0.0,0.0,1,,,,,,,,,,0,0,0,0,0.0,28
85,501702173,2024-11-22 18:00:00,2024-11-29 18:00:00,0,0,0,0,72hrs,900.1699999999998,58.0,13,,,,,,,,,,Glass Bottle  - Other,Grandma's Pantry,Bubblegum,CORE SPARKLING,0.0,7
86,600058825,2024-11-18 10:00:00,2024-11-25 10:00:00,0,0,0,0,24hrs,124.22,12.0,3,,,,,,,,,,Plastic Bottle - Other,Fizz Factory,Raspberry Lemonade,DAIRY/SOY BEVERAGES,14.0,7
87,501496954,2025-01-31 11:00:00,2025-02-28 11:00:00,0,0,0,0,24hrs,97.94,4.0,2,,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,320.0,28
88,501367305,2025-03-17 11:00:00,2025-04-14 11:00:00,1,0,0,0,24hrs,576.9200000000001,24.0,3,15.0,,,,,,,,,CO2 Tank,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,0.0,28
89,501781996,2025-01-30 11:00:00,2025-02-13 11:00:00,0,0,0,0,24hrs,75.76,6.0,3,,,,,,,,,,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0,14
90,501726949,2024-09-27 08:00:00,2024-10-04 08:00:00,0,0,0,0,24hrs,774.9200000000001,33.0,15,,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,320.0,7
91,501666911,2024-08-14 10:30:00,2024-08-21 10:30:00,1,187,0,187,24hrs,38393.73000000003,3834.0,9,2592.0,"Glendale, AZ",Rapid Delivery,Institution,Education,proceed_to_checkout,desktop,Google,Windows,Aluminum Can,Lucy & Co.,Vanilla Latte,CORE SPARKLING,12.0,7
92,501775587,2025-02-12 10:00:00,2025-02-19 10:00:00,0,0,0,0,24hrs,6128.63,840.0,1,,,,,,,,,,Plastic Bottle - Other,Blueberry Hill,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),16.9,7
93,501370163,2024-06-14 15:00:00,2024-06-21 15:00:00,1,0,0,0,24hrs,6482.799999999994,204.0,15,144.0,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0,7
94,501593890,2025-01-22 13:30:00,2025-02-19 13:30:00,1,1566,174,174,24hrs,25799.67000000007,1365.0,10,1274.0,"Albuquerque, NM",Rapid Delivery,Store,Retail Service,purchase,desktop,Apple,Macintosh,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,CORE SPARKLING,20.0,28
95,600585819,2025-02-12 15:30:00,2025-03-12 15:30:00,1,0,0,0,24hrs,5602.7,446.0,14,237.0,,,,,,,,,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,28
96,600566421,2024-11-04 14:00:00,2024-12-02 14:00:00,0,0,0,0,24hrs,0.0,0.0,1,,,,,,,,,,0,0,0,0,0.0,28
97,501482764,2024-08-28 11:30:00,2024-09-04 11:30:00,1,0,0,0,24hrs,409.59999999999997,12.0,5,6.0,,,,,,,,,Bag-In-Box,Sam's,Vanilla Latte,CORE SPARKLING,320.0,7
98,501726127,2025-02-05 16:30:00,2025-02-12 16:30:00,1,0,0,0,48hrs,5966.469999999998,130.0,20,47.0,"Tempe, AZ",Rapid Delivery,Restaurant,Mexican Fast Food,page_view,desktop,Mozilla,Windows,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,7
99,600582161,2025-04-18 17:00:00,2025-05-16 17:00:00,1,0,0,0,,51888.32000000011,2960.0,13,2960.0,"Spokane, WA",OFS,Store,Hardware Store,page_view,desktop,Microsoft,Windows,Plastic Bottle - Other,Pete's Popcorn,Vanilla Latte,CORE SPARKLING,20.0,28
100,500938613,2025-04-10 11:30:00,2025-04-24 11:30:00,0,0,0,0,24hrs,668.6999999999999,29.0,5,,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,320.0,14
101,600067875,2025-02-03 15:00:00,2025-03-03 15:00:00,0,0,0,0,24hrs,3485.7200000000003,324.0,16,,,,,,,,,,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,ENHANCED WATER BEVERAGES,20.0,28
102,600555686,2025-03-03 16:00:00,2025-03-31 16:00:00,1,0,0,0,24hrs,2129.7399999999984,280.0,14,162.0,,,,,,,,,Aluminum Can,Fizz Factory,Vanilla Latte,CORE SPARKLING,12.0,28
103,501707579,2024-08-28 18:00:00,2024-09-04 18:00:00,0,0,0,0,72hrs,0.0,0.0,1,,,,,,,,,,0,0,0,0,0.0,7
104,500447909,2025-02-03 15:30:00,2025-02-10 15:30:00,1,152,0,152,24hrs,58880.75999999998,4236.0,3,3600.0,"Wilsonville, OR",OFS,Attraction,Sports Arena,page_view,desktop,Apple,Macintosh,Plastic Bottle - Other,Blueberry Hill,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),16.9,7
105,501655306,2024-11-20 18:00:00,2024-12-04 18:00:00,0,0,0,0,72hrs,152.07999999999998,6.0,3,,,,,,,,,,Bag-In-Box,Nina Naturals,Ginger Snap,TEA,320.0,14
106,501138792,2025-05-20 12:00:00,2025-06-03 12:00:00,0,0,0,0,24hrs,32641.69999999997,2964.0,5,,"Walla Walla, WA",OFS,Restaurant,Food Truck,Get_Banner_Images_Plp_Count,mobile,Apple,iOS,Glass Bottle  - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0,14
107,500264222,2024-11-18 18:00:00,2024-11-25 18:00:00,0,0,0,0,72hrs,5750.490000000001,159.0,11,,,,,,,,,,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0,7
108,501582308,2024-12-25 12:00:00,2025-01-08 12:00:00,1,0,0,0,24hrs,7179.700000000001,758.0,46,810.0,,,,,,,,,Plastic Bottle - Other,Pete's Popcorn,Vanilla Latte,ENERGY DRINKS,20.0,14
